No.,created_time,status,comments_count,shares_count,likes_count,angry_count,haha_count,love_count,sad_count,wow_count
11,2017-01-17 10:00:00,"Attended the Edusave Awards Ceremony for residents of Chong Pang Zone 2, 4 and 5 over the weekend. Over 200 students recognised for their efforts in school. Their parents and grandparents also joined us at the event at Chong Pang Community Club. Congratulations to everyone.

Nee Soon Cares #HomeWithAHeart",5,10,466,0,0,9,0,0
12,2017-01-15 21:00:00,"Did a walkabout in Chong Pang. The festive mood is building up, as  residents prepare for #ChineseNewYear.

Nee Soon Cares #HomeWithAHeart",8,19,624,0,0,15,0,0
13,2017-01-14 20:00:00,"Joined Canberra Drive NC (Neighbourhood Committee) at their Edusave Awards Ceremony this afternoon at Chong Pang Community Club. There were 220 students who joined their family members.

Bursaries, good progress, good character awards are given out at these ceremonies. Proud of the good work by our students.",4,8,394,0,0,6,0,1
14,2017-01-14 17:15:00,"I attended the Edusave Awards Ceremony for residents in Chong Pang Zone 7 and Chong Pang Zone 8.

198 students received the awards at the event held at the basketball court near Blk 287. 

Happy students and happy parents. Congratulations to all.

Nee Soon Cares #HomeWithAHeart",3,14,538,0,0,11,0,0
15,2017-01-13 14:00:00,"Had a lunch discussion on Saturday with our youth volunteers. 

They are recipients of various scholarships and bursary programmes supported by Chong Pang grassroots leaders, including the Dymon Asia scholarships.
 
Our scholarship holders volunteer in various community programmes as part of their programme. During our chat, they shared their experiences and asked me several questions on community work.

They have the potential to serve the community in meaningful ways, while pursuing their careers.
 
I am happy that they have taken this path to volunteer and serve residents. It is meaningful work and it builds character. It also creates a positive impact on peoples' lives.

Nee Soon Cares #HomeWithAHeart",4,7,381,0,0,6,0,0
16,2017-01-12 10:00:00,"Attack on Berlin Christmas Market
--------------------------------------------------------
On 19 December 2016, a truck ploughed into crowds at a Berlin Christmas market, killing 12 and injuring over 50. The body of the original driver was found in the passenger seat, stabbed and shot in the head. ISIS claimed responsibility for the attack.
 
People celebrate Christmas, festive spirit in the air, everyone is happy and social. And a man, who is in the country out of the goodwill of Germans, decides he wants to kill those who are celebrating.
 
The man was identified to be 24 year old Tunisian Anis Amri.
 
German authorities later revealed that Amri had been on their radar for months.
 
Amri was arrested for several crimes, including arson, in Sicily and served a 4 year prison sentence between 2011-2014.
 
Amri arrived in Germany in July 2015. Within months, German authorities classified him as a “Gefahrder” – a radical Islamist who was thought to have the potential to carry out a terror attack. He was placed under close observation by German security services.
 
During this time, Amri visited radical mosques, mingled with extremist preachers and was linked to extremist networks. He was known to have offered himself to be a suicide bomber. He allegedly planned to steal money to purchase weapons. He was known by the Police to have used different aliases and nationalities.
 
However, under German laws, the authorities could not pre-emptively arrest him or produce him in court. Unable to find sufficient evidence, the monitoring stopped in September 2016 – 3 months before the attack. The state Police chief said that they had “exhausted all legal powers to the limit to ward off potential dangers.”
 
After the attack, Amri was able to travel to Milan, until he was killed 4 days later in a shoot-out with Police
 
We understand the situation the authorities in Germany found themselves in – they had reason to be worried about the man, but could not do anything.

Our laws are different. Someone like Amri would have been arrested under the ISA (if he was assessed to be a radical who might potentially carry out an attack), and kept away from engaging in terrorism, killing people.
 
If someone engages in any conduct that is potentially a trigger for terrorism, and we know about it – that person will be on our radar, and may be detained, depending on the circumstances. Or, depending on assessment, that person may be counselled, and  may be placed on a Restriction Order (RO), whereby he will keep to some conditions.
 
For example, in Aug 2016, we took action against 5 Singaporeans who came into contact with radical materials online and on the radio, and had favourable views towards ISIS. 2 were detained and 3 were placed on ROs. One of the detainees, coincidentally, was a waste truck driver.
 
In Amri’s case, under German law the authorities could not move unless they had concrete evidence of an imminent threat; or an actual incident had taken place.  
 
We adopt a policy of zero tolerance, and intervene early. Large majority of Singaporeans understand the need for, and support our laws on preventive detention.

Home Team News (Singapore)

http://www.todayonline.com/world/europe/berlin-attack-shows-serious-failings-german-security .",12,44,230,1,0,6,11,0
17,2017-01-11 21:00:00,"Attended the 30th Anniversary celebrations, and launch of a modern, automated galvanising factory, by Progress Galvanizing Pte Ltd (PG). 

PG is a successful SME. CK Lim who runs the firm with his brother, is an active grassroots leader in Chong Pang. PG galvanises steel, which is traditionally an industry with a lot of fumes, emissions, and waste products.

They launched a new, fully-automated and innovative galvanising plant as part of their celebrations. A lot of steel products with odd shapes and sizes be galvanised quickly in this factory. 
 
Machinery comes from Austria and Germany. The plant is environmentally sensitive; emissions from the process are captured and treated before being released into the environment. 

Productivity increased, staff are technically trained, and the working environment is also safer. It is the first of its kind in Southeast Asia.
 
For over 30 years, the company has made considerable efforts to transform and stay relevant by investing in technology. 
 
Congratulations PG.",12,67,604,0,0,15,0,1
18,2017-01-11 13:30:00,"Guns and murders
____________________

Some recent news on murders in Chicago.

In 2016, 762 people were reported to be murdered. There were  4,331 shooting victims from about 3,550 incidents. This is just one city. Victims included two teenagers, aged 18 and 21. Recently, even a 15 year old boy was shot dead.

The violence is both saddening and deplorable.  

The lack of safety and security has also lasting negative impact on the young.  There is some suggestion that many kids in Chicago’s most violent areas live in ‘survival mode’. They may be unable to identify and respond appropriately to cues related to safety and danger because of the tense environment they grew up in.

Americans would have to find their own ways to resolve the issue of gun ownership and violence.

Some lessons for us.

We remain one of the top cities for safety and security in various international polls. We are tough on crime. And we have tough laws on guns, murders.

We also have one of the leanest police forces in the world. Our police force is professional, not corrupt, and respected by our people.

All in all, a good position for us to be in, compared with many other cities.
 
http://heavy.com/news/2017/01/chicago-murders-2016-homicide-shootings-murder-rate-chi-raq-police-rahm-emanuel-by-race-ferguson-effect/

Singapore Police Force Home Team News (Singapore)",4,15,190,5,0,1,25,0
19,2017-01-09 19:00:00,"Recently an earthquake struck the province of Pidie Jaya, Aceh, Indonesia
 
Two of our Singapore Civil Defence Force (SCDF) officers were deployed to help. LTC Ng Geok Meng and MAJ Koh Kim Hwee Stuart were there to conduct a joint damage assessment with the local authorities, and help coordinate delivery of relief items held in the ASEAN regional stockpile in Subang, Malaysia.
 
Both our officers are part of the ASEAN Emergency Response & Assessment Team (ASEAN ERAT) which was set up to respond quickly to any sudden major disaster that takes place within ASEAN. Their main role is to support national disaster management offices of any affected member states, in the inital phases of any disaster.",10,32,316,0,0,13,1,5
20,2017-01-08 21:50:36,"Joined students and their family at the Edusave Merit Bursary (EMB) awards gathering in Chong Pang Community Club over the weekend. 

We had residents from Zone 1, Zone 3 and Zone 6 this week. There will be more of such sessions over the coming weeks for other zones in Chong Pang.
 
The EMB recognises students who have done well for the year. These are the ways in which we encourage students to aim high, and promote social mobility.

Nee Soon Cares #HomeWithAHeart",3,13,638,0,0,13,0,0
21,2017-01-05 10:00:00,"PAP Nee Soon GRC Chong Pang Branch hosted a 24-member delegation from Guizhou Province, China. 

They are government officials attending an executive training programme in Nanyang Technological University, Singapore (NTU) and were interested in our weekly meet-the-people sessions.",8,14,261,0,0,8,0,2
22,2017-01-01 17:40:57,"Visited Woodlands Checkpoint today. Met with Home Team officers. And walked around the Checkpoint, the bus and train arrival halls, as well as, where cars are cleared.

This season is a very busy period for our officers. Because of their good work, our borders have been safe. We have to be extra alert.

Thanked officers for working hard over the holiday season and wished them all the best for 2017.

#HappyNewYear",61,100,1432,0,3,31,0,2
23,2016-12-24 20:00:00,"Wishing all a wonderful festive season ahead. 
Merry Christmas and a Happy New Year!

Nee Soon Cares #HomeWithAHeart Nee-Soon Town Council",28,29,546,0,0,23,0,0
24,2016-12-22 14:00:00,"Sometime ago I posted photos of Mediacorp star Elvin Ng organising a charity futsal tournament at FutsalArena in Nee Soon. Several celebrities and ex-national players came to play for a good cause.

The episode is now available on Toggle (link below).

It truly captures the selflessness and generosity of our people - from the celebrities, to the individuals who came to support in any way they could.  They collectively raised $32,085 that will help Madam Ong (Mrs Lim) and her son Sze Peng with daily and medical expenses.
 
http://video.toggle.sg/en/series/hearts-and-hugs/ep10/463656

Quan Yifong 权怡凤 Ian Fang ( 方少） James Seah 谢宏辉 黄振隆 Desmond Zheng Ge Ping 郑各评 #LionelLewis #LimTongHai #StevenTan  #洪慧芳",4,11,221,0,0,12,0,1
25,2016-12-20 21:00:00,"Nee Soon was one of three pilot areas to have a Pioneer Generation Office (PGO), when we launched the Pioneer Generation Package (PGP) in 2014.
 
The PGO was to house a team of trained volunteers - Pioneer Generation Ambassadors (PGAs) - to reach out to every Pioneer and explain the benefits to them. Today, PGAs are a common sight in our estates.
 
The tiny Nee Soon start-up has grown into a network of over 200 dedicated volunteers who spend time and effort to engage our Pioneers. The office put together a heart-warming video of their journey till date.
 
These volunteers are everyday heroes, who help our Pioneers.

I hope even more volunteers will come forward, to help in this project.

Nee Soon Cares #HomeWithAHeart",5,71,477,0,0,21,0,0
26,2016-12-16 18:18:00,"CPL Ammy of the Singapore Police Force (SPF) was physically attacked while doing her duty.
 
In May, she and her partner responded to a taxi driver who reported about his hostile passengers. 
 
At the scene, CPL Ammy asked one of the passengers, Albin Lim  for his particulars. Lim grabbed and pushed her to the ground. He then kicked her lower back. CPL Ammy suffered a blackout and collapsed.
 
Lim’s abusive conduct was terrible on several levels. He attacked a lady. He attacked an officer in uniform, doing her duty.
 
He has been sentenced to 10 weeks jail for this. I have asked the Ministry of Home Affairs (MHA) to relook at the legislation, to consider whether this is adequate. I have said to MHA that anyone who attacks a uniformed officer should learn a lesson, which he will never forget; and it should be enough of a deterrence to others.
 
CPL Ammy is not the only Home Team officer who has suffered physical and verbal abuse when on duty. Last year, 344 cases were reported - almost one case per day! In the first 8 months of this year alone, there were 328 cases of abuse of Home Team officers.
 
In our current heightened security climate, the men and women of the Home Team work tirelessly daily to protect Singapore. They need our full support and cooperation.

Home Team News (Singapore) Home Team Volunteer Network HomeTeamNS",326,846,1362,280,3,34,17,5
27,2016-12-13 21:00:01,"Deeply honoured and grateful to have been at the launch of “E W Barker: The People’s Minister”. It is a biography, authored by Ms Susan Sim, of a pivotal figure, a giant, a great man in Singapore’s history.
 
The book also tells the story of Singapore’s separation from Malaysia in exciting detail. And how Mr Barker single-handedly drafted the separation documents to perfection at such short notice. Something that all Singaporeans need to be thankful for. 

Mrs Gloria Barker, her children and grandchildren were present to share in the moment where they could all be proud of.
 
There is simply so much about this man that a few words cannot describe, and so much to learn from.

The Straits Times: http://www.straitstimes.com/singapore/central-player-in-ensuring-amicable-split-from-malaysia

AsiaOne: http://news.asiaone.com/news/singapore/book-pioneer-law-minister-ew-barker-launched

Lianhe Zaobao: http://www.zaobao.com.sg/news/singapore/story20161208-699470",4,32,406,0,0,12,0,0
28,2016-12-12 21:00:00,"Visited Singapore Civil Defence Force (SCDF) 1st Division HQ and Alexandra Fire Station with Amrin Amin on Wednesday morning to meet the staff and officers.
 
They are an experienced team. Spoke with some of them during our tea-break. 
 
CPT Clara Toh spoke about the recent fire at the petrochemical plant on Jurong Island that was reported on the news. 150 members were involved in the five hour incident. The team deployed new techniques, technologies and successfully contained the fire.
 
Also met SSG Janice Lee. She was one of the four SCDF officers commended by PM Lee Hsien Loong for supporting Dr Janil Puthucheary when they tended to Minister Heng Swee Keat.
 
Our SCDF officers continue to learn new skills and equip themselves with new technologies, to prepare for any emergencies. They are an important part of our #SGSecure programme. But ultimately, it is the professionalism and courage they display in carrying out their duties.

Scdf 1st Div @ Alexandra Fire Station Home Team News (Singapore) HomeTeamNS",6,37,679,0,2,12,0,0
29,2016-12-11 21:00:00,Joined proud parents and teachers at the graduation ceremony of  children from the Lutheran Childcare Centre in Yishun,1,13,545,0,0,12,2,0
30,2016-12-10 21:00:00,"Happy to see Auntie Zhuo Que, cheerful as ever during one of my walkabouts. I have known her for many years. We helped her obtain a license to sell vegetables in Chong Pang. 

Very admirable spirit. And a lady with a strong independent streak. She single-handedly raise three children.

Shin Min Daily News 新明日报 ran a story on her two years ago (story attached)",18,52,791,0,0,29,0,0
31,2016-12-07 21:40:43,Did a walkabout at Chong Pang City and Chong Pang Market & Food Centre.,8,18,694,1,0,11,0,1
32,2016-12-06 20:00:00,"Joined nearly 20,000 participants at the special consecration ceremony of the renovated Sri Siva Durga Temple Official. Hindu temples undergo this process once every 12 years and is a special day for the temple and the community.

Struck by how the community, beyond race and religion, came together to support it.

The Church of the Ascension located in St Andrew’s Village next door, shifted its service by a day to help ease congestion and offered their space as extra carpark. Volunteers from the Mahakaruna Buddhist Society came to distribute breakfast and drinks to the crowds. The coffeeshop owner opposite the temple unscrewed and removed several of their tables to make space for devotees attending, and voluntarily stopped the sale of alcohol in the morning as a mark of respect.

These gestures are racial and religious harmony in practice. Something to be deeply cherished and celebrated.",9,82,933,0,0,32,0,0
33,2016-12-01 21:01:08,"Was at the Nee Soon GRC Active Ageing Carnival, held at Nee Soon South. Lee Bee Wah and Kwek Hian Chuan Henry - 郭献川were there as well.
 
Many societies face the challenge of an ageing population. Health being one of the biggest concerns. We need to ensure that our seniors stay healthy, active and engaged as they age. 
 
We also launched a Diabetes Resource Centre – thanks to the hard work of Dr Lee. It is a one-stop shop for residents to learn about diabetes, and to conduct their own simple health-checks like taking their blood pressure, or checking their eyesight. A nurse will also be there twice a week to guide them.

Nee Soon Cares #HomeWithAHeart",5,15,431,0,0,10,0,0
34,2016-11-26 12:37:05,"Joined Mediacorp artistes and volunteers in their “Hearts & Hugs’’ fund raising variety programme on 12 Nov 2016. 

Mediacorp star Elvin Ng organised a futsal tournament at FutsalArena in Nee Soon within 72 hours to raise money for 85-year-old Madam Ong Chiah and her son Sze Peng. A former bus driver, Sze Peng had previously suffered a heart attack and stroke. 

Elvin had a celebrity football team and ex-national players to play for a good cause. The money raised will help Madam Ong and Sze Peng with daily and medical expenses. They get help from the Government, as well as their local MP, and this money will help them even more. Quan Yifong 权怡凤, who was the emcee was very energetic at rallying the crowd for support.

It was truly heart warming to see so many people come and contribute. They included young Donald Chong (see picture), a child actor, who donated his entire savings .

My grassroot leaders also joined in the event and raised money for the family.

We thank everyone at Mediacorp who made this possible.

Quan Yifong 权怡凤 Elvin Ng Ian Fang ( 方少） James Seah 谢宏辉 黄振隆 Desmond Zheng Ge Ping 郑各评  #LionelLewis #LimTongHai #StevenTan  #洪慧芳",18,67,1420,0,2,35,0,4
35,2016-11-17 19:14:00,Did a walkabout in Chong Pang City.,9,38,837,0,0,19,0,0
36,2016-11-15 17:59:08,"Was at the Kwang Tee Temple Dinner with more than 1,800 devotees and friends from other temples.",7,24,831,0,0,17,0,3
37,2016-11-15 12:35:35,Hosted the annual Deepavali Dinner for grassroots leaders and community partners at Chong Pang CC.,4,8,445,0,0,10,0,2
38,2016-11-11 23:44:00,I joined my colleagues from the Ministry of Home Affairs for their Deepavali celebrations. We were treated to a performance by the young dancers from Jurong Green Community Club’s Swathi Dancers group.,13,38,1029,0,0,26,0,3
39,2016-11-09 21:25:07,"Building homes out of sand - who should be having sleepless nights?
_______________________________________________________

Made a speech today which pointed out the serious flaws in the WP proposal for an elected Senate. The WP proposed that we have eight people, with the same qualifications, as the Elected President. Attached are three clips of my speech.  

Building homes out of sand -  who should be having sleepless nights?
________________________________________________________

https://youtu.be/RWcLqGQwOGk

WP's eight-senator proposal raises risks of politicisation and gridlock
______________________________________________________

https://youtu.be/cmmKUnKfgZo

WP making policy on a fly
_________________________________________________

https://youtu.be/CMBC7ggGo9I",24,32,282,1,12,20,0,1
40,2016-11-09 21:00:00,"Volunteer Special Constabulary’s 70th Anniversary
----------------------------------------------------------------------
 
Attended the Volunteer Special Constabulary (VSC)’s 70th Anniversary Celebration & Appreciation Dinner.
 
Met many serving and retired VSC officers, including Justice Chao Hick Tin (Commander VSC 1981 – 87), and retired Supreme Court Judge Mr Goh Joon Seng (Commander VSC 1988 -90).
 
The VSC has come a long way since 1946, and is now an important part of the Singapore Police Force (SPF).
 
To all VSC officers, past and present – thank you for your valuable service to the SPF and Singapore!
 
[Photographs from SPF and Home Team News (Singapore)]",2,16,308,0,0,10,0,1
41,2016-11-08 22:30:58,"In Parliament today, the Workers' Party suggested replacing the President with an elected Senate of eight people. I asked them some questions on their proposals. They couldn't answer the questions. They said that they haven't worked out the details. But they confirmed that the Senators must have similar qualifications to the Elected President. So they want eight Presidents (who will be Senators) instead of one President.
Enclosed is an exchange I had with Mr Dennis Tan and Mr Low Thia Khiang",160,435,938,4,194,24,3,11
42,2016-11-07 14:00:00,"Met volunteers from the Civil Defence Auxiliary Unit (CDAU) on a weekend and had a good chat with them.
 
The volunteers hold busy day jobs. Some are not always in Singapore, being pilots and cabin crew. But outside of work, they put on the Singapore Civil Defence Force uniform and perform their duties to help in many areas like emergency medical services etc.
 
They will be part of our #SGSecure outreach efforts, going door to door to spread the #SGSecure messages.",8,39,591,0,0,12,0,4
43,2016-11-05 21:00:00,"Joined our residents of Chong Pang Zone 8 at the latest Home Improvement Programme (HIP) polling event.

Blocks 265 to 275 have been selected for HIP. It offers improvements to homes, so that they are safer, and more pleasant.

Part of the improvements are entirely free (fully paid by the Government), and other optional improvements are subsidised for eligible households.

Nee-Soon Town Council",5,16,561,0,0,13,0,0
44,2016-11-04 21:00:00,"We brought the participants, volunteers and partners of Nee Soon Football and Study Programme (NSFSP) together to celebrate another successful year of the programme. 
 
It offers the children the opportunity to pursue sports, while being assisted in their studies and character development.

This year, it won the Prime Minister's Initiative Award.
 
Many want to join the programme again next year. It reflects how successful, and meaningful it has been for everyone. 

Nee Soon Cares #HomeWithAHeart",6,21,525,0,0,12,0,3
45,2016-11-03 21:00:00,"Mediacorp Channel 8 featured the hawkers of Chong Pang Market & Food Centre in a heartwarming programme ""Where We Connect"".

It is one of the many areas I frequent for walkabouts, breakfasts, dinners or community events. 

The hawkers have been here for many years. They are the heartbeat of Chong Pang.

Here is a link to the show with English subtitles:

http://video.toggle.sg/en/series/tuesday-report-where-we-connect-4/ep7/456441

Nee Soon Cares Nee-Soon Town Council #HomeWithAHeart
​",4,38,407,0,0,10,0,0
46,2016-11-01 18:00:00,"I joined very proud parents and teachers as they watched the children at the Little Leaders Graduation ceremony.
 
The children have a lot ahead of them, including opportunities to discover their interests and talents, and to develop the necessary life skills for the future. 

#HomeWithAHeart Nee Soon Caress",4,20,571,0,0,19,0,1
47,2016-10-31 11:00:00,"I joined volunteers of Lighting Hearts Lighting Homes at their annual event to distribute goodie bags to needy individuals and families. 

The programme reaches out to 750 senior citizens and families. It is ground-up, run entirely by volunteers.

I've included their Facebook page link. If you like to volunteer with them, you can contact them via Lighting Hearts Lighting Homes.

#HomeWithAHeart",8,27,697,0,0,14,0,0
48,2016-10-28 14:00:00,"Wishing all Hindu friends Happy #Deepavali.

#HomeWithAHeart Nee Soon Cares Nee-Soon Town Council PAP Nee Soon GRC",78,223,1175,0,0,46,0,0
49,2016-10-26 21:00:34,"How will community leaders respond in an event of an attack?
-----------------------------------------------------------------------------------------
After an islandwide multi-agency counter-terrorism exercise, we followed up with community-response exercises, in 16 GRCs in Singapore.
 
I joined the religious, community and grassroots leaders of Nee Soon GRC in their session.
 
They plan their response, and how they will reach out to mobilise the broader community and facilitate a return to normalcy. 

Comfort, assurance and maintaining the cohesiveness of the community is important. We cannot allow attacks to divide us. This exercise allows our community leaders to think through how this will be done.
 
We will continue to do this with different groups throughout Singapore.
 
#StayAlert #StayUnited #StayStrong #SGSecure",15,35,515,0,0,13,0,0
50,2016-10-25 22:18:35,"I went to Sri Mariamman Temple, Singapore late on Saturday night (the night before the fire-walking festival on Sunday).

It was very crowded, lots of devotees.
 
Last year, I shared a video of the same festival, said to be from 1913 (link below). Over the years, the festival has gone from strength to strength.

Link to video: https://www.facebook.com/k.shanmugam.page/videos/952010468178817/#",34,121,2106,0,1,47,0,2
51,2016-10-22 19:37:52,"The States Times has posted an anonymous article saying that I had said in an IPS Forum on 21 October, that Eurasians are considered Indians under the “ Presidential candidacy law”. And it goes on to elaborate on what I had supposedly said, and suggests that I said this in response to Mr Bennett Theseira. And that “ Indians outnumbered Eurasians 20 to 1 and that makes it difficult for ( there to be) an Eurasian President"".
 
All of this is completely false. During my session which lasted 90 minutes, I said nothing of the sort attributed to me, about Eurasians. In fact I wasn’t asked about Eurasians at all, either by  Mr Theseira or anyone else. And I made no comments at all about Eurasians. There was no question posed to me, relating to Eurasians, and there was no discussion on Eurasians.
 
Am quite shocked at such outright falsehoods.
 
The allegations are a complete fabrication, and I will be making a police report.
 
The article also mentions a number of other things that were supposedly discussed - most of them are either completely untrue, or half truths, and misleading.",89,166,506,79,5,0,1,22
52,2016-10-20 10:15:00,"Islandwide multi-agency counter-terrorism exercise
---------------------------------------------------------------------
 
On Monday and Tuesday, about 2,500 officers from the Home Team, led the largest terror exercise conducted to date. The exercise was supported by 660 officers from the SAF and 60 volunteers from The People's Association.

Early on Tuesday morning, I observed our officers in action.
 
This video by the Police showcases some of the highlights from the exercise.

https://www.facebook.com/singaporepoliceforce/videos/10155439948419408/?hc_ref=NEWSFEED

#StayAlert #StayUnited #StayStrong #SGSecure

The Singapore Army Home Team News (Singapore)",14,0,360,0,0,12,0,3
53,2016-10-18 18:00:00,Sharing a video that one of our volunteers did of the Kew Ong Yah sending off ceremony.,7,93,719,0,0,27,0,6
54,2016-10-13 21:00:03,"There will be a youth Futsal competition held on 6 Nov 2016 in Nee Soon.

Youth Futsal teams all over Singapore are welcomed to register and compete.

Details are in the poster attached. The closing date is 31 Oct 2016.

Link to the event: https://www.facebook.com/events/1189625914433721/.

Nee Soon Cares Nee-Soon Town Council #HomeWithAHeart FutsalArena",9,10,133,0,0,1,0,3
55,2016-10-12 21:00:00,"Joined devotees at the Kew Ong Yah sending off ceremony over the weekend.
 
The festival is a ground-up event, and reaches out to people of different ages, races and religions.
 
Every year, the community comes together and participates in the various activities throughout the period including the many charity events.

Nee Soon Cares #HomeWithAHeart",13,42,1012,0,0,21,0,4
56,2016-10-10 21:00:00,"We will host the Nee Soon Public Forum on Animal Protection Policies this coming Saturday afternoon.
 
Those keen to work with the community on animal protection policies can join us to share your inputs and offer to help.

You can register through this link https://goo.gl/forms/gbUgRH6IRCmt5jq53 or 
visit the event's Facebook page: https://www.facebook.com/events/646145482214407/

Nee Soon Cares Nee-Soon Town Council #HomeWithAHeart",6,0,193,0,1,5,0,0
57,2016-10-08 18:30:00,"Joined devotees in receiving kew ong yah last week, at the seaside.

Will join devotees to send off kew ong yah at Sembawang Beach tomorrow evening.

All are welcome to join us in this annual event, and pray for peace, happiness and prosperity.

#HomeWithAHeart Nee Soon Cares",29,130,1553,0,0,37,0,4
58,2016-10-04 21:00:00,"Did two Post National Day Rally dialogue sessions at Yishun Emerald Condominium and Chong Pang Zone 4 over the weekend.

Residents raised national and municipal issues.

Nee Soon Cares #HomeWithAHeart",9,26,766,0,0,13,0,2
59,2016-09-28 23:04:33,"Police storm flat, free 2 yr old boy
-------------------------------------------------- 
A 39 year-old man had held a 2 yr old boy hostage for 17 hours. In a flat in Sembawang Drive.
 
After talking to him for a long time, officers from Special Ops Command (SOC), with help of SCDF, stormed the flat, in a matter of seconds and freed the boy.
 
The Police video below shows a little bit of how this was done. Meanwhile officers also rappelled down the block, waiting, just outside the window of the flat, to rescue the boy, in case the man threw the boy out of the window.
 
The man has been arrested for among other things, taking the boy hostage, and for drug offences. The boy’s mother has also been arrested for drug related offences.
 
Our Officers did very well, engaging the man, assessing, because the life of the boy was at risk. And finally they moved in at the right time, and did it very quickly and well.
 
Thank them for their professionalism.

The only reason we don’t have more such incidents is because of our tough policy on drugs.
 
All those who plead on behalf of the drug traffickers, and tell us to change our laws should answer to Singaporeans: how many of  such kids do you want to see traumatised, brutalised and killed ?

https://www.facebook.com/singaporepoliceforce/videos/10155366723254408/",50,0,736,2,1,25,2,28
60,2016-09-25 22:16:01,"Official Launch of SGSecure
________________________

Prime Minister Lee Hsien Loong officially launched SGSecure yesterday morning. 

Over the year, MHA has put in place measures to address the terrorist threat, like deploying Emergency ResponseTeams around Singapore. 

But this cannot be the work of the government alone. Every one has a role to play.

What will you do, if you are caught in an attack. Would you be able to help yourself? 

Would you be able to help your family, someone else? 

Would you be able to give details to the Police, using the new App? 

Would you be able to help mobilise the community to respond?

SG Secure will train people on the above. SGSecure aims to  mobilise the whole nation against terrorism. We ask for people to come forward and volunteer, have yourself trained.

You can help save lives.",12,54,680,0,0,21,0,4
